LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-71.3223903,42.9703365,0074,CALEF ROAD,,AUBURN,,NH,03032,0000050000250002-3,3572efec736bce7e
-71.3259372,42.9745623,0024,COUNTRY CIRCLE,,AUBURN,,NH,03032,000005000049000005,26964746d19a8417
-71.3232154,42.9761037,0514,CHESTER ROAD,,AUBURN,,NH,03032,000005000049000001,6d8c404ddbef203d
-71.324551,42.9767592,0006,COUNTRY CIRCLE,,AUBURN,,NH,03032,000005000049000002,727ae81be82a1c52
-71.3252011,42.9770437,0496,CHESTER ROAD,,AUBURN,,NH,03032,000005000049000003,aa1112745944816e
-71.3238352,42.9763352,0011,COUNTRY CIRCLE,,AUBURN,,NH,03032,000005000049000004,92deafce3c882e57
-71.312509,42.9723493,0009,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000005,62516e2647597414
-71.3125031,42.9729555,0019,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000006,381ec7142c789740
-71.3124271,42.9733743,0025,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000007,add05bf5554374ab
-71.3126147,42.9737428,0035,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000008,f0f41c0edaf47603
-71.31311,42.9740197,0043,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000009,fa9a5a01f5969cde
-71.3140712,42.974218,0068,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000010,ee0a5c452ff8529b
-71.3138919,42.9749935,0062,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000011,aabfe7d08abfa68b
-71.3128545,42.9754997,0056,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000012,c0684065c570735f
-71.3108478,42.9756489,0050,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000013,b335c19cdc517e63
-71.3106656,42.9745805,0044,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000014,46f08ba20891eb7b
-71.3101245,42.9739216,0034,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000015,94ef5ba29f74b693
-71.309748,42.9732073,0026,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000016,8cf84cae4e1b7d60
-71.3099212,42.972427,0018,MAVERICK DRIVE,,AUBURN,,NH,03032,000005000071000000,ab5c4426c41b1b48
-71.3076575,42.9786253,0537,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000085000004,557579bd49c17ecc
-71.3080227,42.9778794,0543,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000085000003,19381974e4d5225b
-71.3079342,42.9774097,0549,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000085000002,11dbc1ffa531d56c
-71.3079492,42.9766127,0561,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000085000001,0b314217c2db2734
-71.3280836,42.9694852,0113,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000020000000,3a80d3ea60737f81
-71.3273655,42.9696985,0121,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000021000000,7f06eb5cab8c6300
-71.3112604,42.9720377,0659,CHESTER ROAD,,AUBURN,,NH,03032,000005000071000004,0d86b116337c12cd
-71.3082316,42.969767,0700,CHESTER ROAD,,AUBURN,,NH,03032,000005000076000000,0d1c008be2b396ec
-71.3075654,42.9698971,0706,CHESTER ROAD,,AUBURN,,NH,03032,000005000077000000,88c9f11a99f0c08b
-71.3099275,42.9704966,0680,CHESTER ROAD,,AUBURN,,NH,03032,000005000074000000,86c50a61bf683ca7
-71.3159661,42.9715833,0624,CHESTER ROAD,,AUBURN,,NH,03032,000005000068000000,aa2d876e720bbeae
-71.3158954,42.972321,0614,CHESTER ROAD,,PELHAM,,NH,03076,000005000067000000,b64cda41c4adb8aa
-71.3380652,42.966406,0091,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000009000003,2ce71b8acaecd34a
-71.3256027,42.9670649,0138,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000027000002,0a23748466f128b3
-71.3213723,42.971487,0050,CALEF ROAD,,AUBURN,,NH,03032,000005000046000005,2a96a9c663ef9b61
-71.3205753,42.9715025,0044,CALEF ROAD,,AUBURN,,NH,03032,000005000046000004,2a7e0daf080a455d
-71.3259333,42.9654313,0194,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000027000001,c6484de8f1cd5362
-71.3246703,42.9663261,0186,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000027000003,aa71c716a837b7a1
-71.3346113,42.9655333,0045,HAVEN DRIVE,,AUBURN,,NH,03032,000005000009000020,4eaa028c23427dce
-71.3354446,42.9661019,0027,HAVEN DRIVE,,AUBURN,,NH,03032,000005000009000022,dfc59a90f38a1888
-71.335865,42.9664261,0017,HAVEN DRIVE,,AUBURN,,NH,03032,000005000009000023,c97cbfc7094f754e
-71.3362751,42.9671919,0071,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000009000001,485637403fb36401
-71.3369175,42.9667762,0081,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000009000002,557e935abba24c40
-71.3320282,42.9661254,0043,HIGHWOOD DRIVE,,AUBURN,,NH,03032,000005000009000015,78094dd0fc318e1e
-71.3015533,42.9689931,0778,CHESTER ROAD,,AUBURN,,NH,03032,000005000099000002,3832b0d26209676a
-71.3058369,42.9698329,0730,CHESTER ROAD,,AUBURN,,NH,03032,000005000093000001,71e77fd4c0bb8913
-71.3108002,42.9771102,0538,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000082000001,7c524774b9d10dfc
-71.3095807,42.9774368,0548,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000082000002,aed189804b2ba05d
-71.3089397,42.9755932,0578,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000081000001,fbc3684019d073f9
-71.3071918,42.9755484,0583,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000087000001,20cc640172e3f44d
-71.3079705,42.9729066,0612,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000078000000,6243d6ceee0f0c70
-71.3084614,42.9740332,0594,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000078000001,88f704e341266142
-71.308759,42.9747539,0588,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000078000002,cba367a7cd37ccaa
-71.3078321,42.9714741,0699,CHESTER ROAD,,AUBURN,,NH,03032,000005000071000001,b6aea3c31008c327
-71.3084936,42.9716514,0697,CHESTER ROAD,,AUBURN,,NH,03032,000005000071000002,9bc5f95e9adcc9e3
-71.3121282,42.9700676,0658,CHESTER ROAD,,AUBURN,,NH,03032,000005000069000002,130b918132284d03
-71.3195894,42.9750141,0589,CHESTER ROAD,,AUBURN,,NH,03032,000005000063000000,a863440f184b518c
-71.3255743,42.9792732,0467,CHESTER ROAD,,AUBURN,,NH,03032,000005000056000001,e507ddc9859c3211
-71.3259788,42.9821801,0437,CHESTER ROAD,,AUBURN,,NH,03032,000005000056000000,38b1913a318db995
-71.331273,42.9769814,0063,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000053000000,94fe7691d746fca9
-71.3320424,42.9768143,0071,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000053000002,89d31789d91b80d8
-71.3327762,42.9772935,0075,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000053000001,cbb9e239e8e8ea03
-71.3205327,42.9722462,0030,CALEF ROAD,,AUBURN,,NH,03032,000005000046000003,1d4b7bde5d5d45dd
-71.3196901,42.9722407,0026,CALEF ROAD,,AUBURN,,NH,03032,000005000046000002,e8a71f1701d9d242
-71.3192695,42.9730187,0580,CHESTER ROAD,,AUBURN,,NH,03032,000005000046000000,c3d18bb321f80efa
-71.3186133,42.9726705,0588,CHESTER ROAD,,AUBURN,,NH,03032,000005000046000001,91c864ff007b77fd
-71.329475,42.9669413,0092,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000022000000,a26f978ba13d02e2
-71.3273306,42.9677737,0124,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000024000000,97ede928755eb035
-71.3265472,42.967448,0136,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000024000001,63e9782dc62f43d9
-71.3294238,42.974015,0057,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000018000000,499a7df5d8191c85
-71.3261504,42.9773398,0484,CHESTER ROAD,,AUBURN,,NH,03032,000005000018000001,3f32f1e9f9569d62
-71.3312268,42.9742098,0051,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000017000000,b869134e9981d396
-71.3284172,42.9777937,0464,CHESTER ROAD,,AUBURN,,NH,03032,000005000017000002,97adc3d51c5355ac
-71.3278054,42.9771754,0470,CHESTER ROAD,,AUBURN,,NH,03032,000005000017000001,3870fd85cf8d1e25
-71.3327163,42.9755748,0103,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000015000000,6bd9ed0c59d9f25f
-71.3335472,42.9747523,0115,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000015000001,c16187f41c584452
-71.3339654,42.9743062,0119,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000015000003,cceb5c3de1391489
-71.3343645,42.9738564,0127,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000015000004,025134dcb29dfbdf
-71.334777,42.9734123,0139,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000015000005,c1f89f1e52c21a93
-71.3354556,42.9731084,0009,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000015000002,1be49deee05c53f2
-71.3382563,42.9691508,0211,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000012000001,55cd199f48c27c29
-71.3378675,42.9696944,0201,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000012000002,432bab2a19d53618
-71.3375817,42.9701894,0199,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000012000003,8327fec277e81f50
-71.3372574,42.9707153,0191,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000012000004,e961fce861f3371f
-71.336799,42.9713384,0179,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000012000005,150d610ce76a9dc7
-71.3366881,42.9725095,0006,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000012000006,f3d1bf7b93472de0
-71.3360126,42.9721633,0014,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000012000007,dea5bbdbdbd32cba
-71.3339058,42.9707894,0016,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000012000009,d6ca23344c01cc28
-71.3334028,42.9712139,0006,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000012000008,9dfb91ca7bfdb638
-71.3347136,42.9704186,0022,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000012000010,77a4c959c2d254ac
-71.3351338,42.9698253,0036,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000012000011,1188d02340c94b21
-71.3356694,42.9693393,0044,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000012000012,fff2de92f76d7e4f
-71.3363207,42.9688799,0056,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000012000013,9949783632ee63cd
-71.3328552,42.9674547,0074,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000010000000,fbec9f7f52bd593e
-71.3355191,42.9674713,0069,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000010000009,0ec7b9d2ffb6af61
-71.3348484,42.9677742,0057,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000010000008,d9f02de097a0a38f
-71.3340403,42.968225,0047,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000010000007,2a47e8d22ade120b
-71.3334806,42.9686088,0033,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000010000006,9e4059905c717764
-71.3327538,42.969242,0019,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000011000000,f8bc06a4178928a4
-71.3322591,42.9699735,0015,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000010000001,f1497a270ff41bfe
-71.3317333,42.9703356,0005,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000010000002,4d0e76e6c04c18cc
-71.3308451,42.9694962,0076,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000010000003,ba56543a601d2a8d
-71.3302332,42.9691942,0090,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000010000004,193ed7e6c82e55ca
-71.331234,42.9685247,OFF,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000010000010,ee6986f44a7a5d75
-71.3377901,42.9674901,0078,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000007000001,42e38e12c1512387
-71.3387088,42.9658613,0085,SANDY KNOLL DRIVE,,AUBURN,,NH,03032,000005000002000001,b1e6007d34e46cab
-71.3292455,42.9699719,6,ANDERSON WAY,,MANCHESTER,,NH,03108,000005000019000008,1c14b30fa1817320
-71.3297347,42.979043,0055,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000050000000,61e85a198ad52112
-71.3228317,42.9642255,0177,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000041000000,cd9595353bf0e47a
-71.3229079,42.9733856,,CHESTER ROAD,,METHUEN,,MA,01844,000005000047000000,c19666f9ee2997d8
-71.3022784,42.9666217,0780,CHESTER ROAD,,AUBURN,,NH,03032,000005000099000000,f9bf2a2d1975e820
-71.3040513,42.967822,0770,CHESTER ROAD,,BEDFORD,,NH,03110,000005000098000000,2efb5e71e10de06e
-71.3056713,42.9675588,0734,CHESTER ROAD,,CHESTER,,NH,03036,000005000095000000,afc77a1ecca2347c
-71.3112371,42.9779663,0530,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000082000000,b75064ec9b8d93d4
-71.3063323,42.973742,0613,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000088000000,5b11a28836d3d73b
-71.305424,42.9714908,0729,CHESTER ROAD,,AUBURN,,NH,03032,000005000092000000,11882a60c2f66a9e
-71.3043471,42.9725898,0731,CHESTER ROAD,,AUBURN,,NH,03032,000005000100000000,d8f257fcc81b51af
-71.302239,42.9720145,0763,CHESTER ROAD,,AUBURN,,NH,03032,000005000103000000,564510a96c33228c
-71.3038504,42.9764943,,CHESTER ROAD,,SHAMROCK,,TX,79079,000005000102000000,9f4f2854d9f81bc6
-71.2976066,42.9747809,0803,CHESTER ROAD,,AUBURN,,NH,03032,000005000106000000,db4612600531e281
-71.3250667,42.9682372,0110,CALEF ROAD,,AUBURN,,NH,03032,000005000026000000,8916c8fe1596570a
-71.3395109,42.9667959,0102,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000003000000,0f0f1fbcb8d81e0e
-71.3396279,42.9672963,0251,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000004000000,d412c1ae4a4c2f7d
-71.3387631,42.9673001,0094,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000006000000,c909e801dd6584b6
-71.3376632,42.9680715,0072,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000007000000,ce50fcecf1e1076d
-71.3388013,42.9685658,0217,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000007000002,2dee2a4af5af6537
-71.3389118,42.9679071,0235,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000007000003,cd23ca01fe03d41d
-71.3370589,42.968445,0068,RATTLESNAKE HILL RD,,AUBURN,,NH,03032,000005000008000000,e529e2b687f989cb
-71.3350411,42.9716851,0018,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000013000000,fc8635588d86c2d8
-71.3367095,42.9730632,,PINGREE/ WILSON'S,,AUBURN,,NH,03032,000005000014000000,eb3b32a4cd485a38
-71.3342905,42.9725239,0027,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000016000000,dae77f3158065233
-71.3287927,42.9686184,0102,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000023000000,b93718b8b80d6b73
-71.3280234,42.9682413,0118,PINGREE HILL ROAD,,AUBURN,,NH,03032,000005000023000001,b0cba3c9daa7d705
-71.3193671,42.9695862,,CALEF ROAD,,AUBURN,,NH,03032,000005000045000000,ff662e552cfd2f55
-71.3170708,42.9725749,0005,CALEF ROAD,,AUBURN,,NH,03032,000005000045000001,bf371878854a4572
-71.3174784,42.9720376,0017,CALEF ROAD,,AUBURN,,NH,03032,000005000045000002,48fd0566430073da
-71.3176665,42.971391,0023,CALEF ROAD,,AUBURN,,NH,03032,000005000045000003,a1baf395873f4e8a
-71.3179427,42.9709229,0031,CALEF ROAD,,AUBURN,,NH,03032,000005000045000004,d42b76449b2adacb
-71.3183951,42.9705177,0031,CALEF ROAD,,AUBURN,,NH,03032,000005000045000004,764ad0a425725e0d
-71.3187813,42.969963,0037,CALEF ROAD,,AUBURN,,NH,03032,000005000045000005,2fb6a32a151cb863
-71.3196966,42.9738667,0570,CHESTER ROAD,,AUBURN,,NH,03032,000005000047000001,d83cf1dd4cf95c14
-71.3223713,42.9760482,0524,CHESTER ROAD,,AUBURN,,NH,03032,000005000048000000,a284b6d575ab3bae
-71.3284592,42.9818362,0425,CHESTER ROAD,,AUBURN,,NH,03032,000005000055000000,45223d506a605f2e
-71.3257386,42.9786009,0471,CHESTER ROAD,,AUBURN,,NH,03032,000005000057000000,757bd5d745b50837
-71.3247691,42.9789985,0481,CHESTER ROAD,,AUBURN,,NH,03032,000005000058000000,59823f8d8c6a425f
-71.3230572,42.9778465,0519,CHESTER ROAD,,AUBURN,,NH,03032,000005000058000001,bb7569592f634a50
-71.3234864,42.9781293,0507,CHESTER ROAD,,AUBURN,,NH,03032,000005000058000002,a6396445129c5466
-71.3238992,42.978456,0495,CHESTER ROAD,,AUBURN,,NH,03032,000005000058000003,97b0f41ca67beebd
-71.3242905,42.978785,0487,CHESTER ROAD,,AUBURN,,NH,03032,000005000058000004,eea565aceb8c4d89
-71.3223294,42.9772595,0529,CHESTER ROAD,,AUBURN,,NH,03032,000005000059000000,183e1de71f7461a5
-71.3214586,42.9765002,0547,CHESTER ROAD,,AUBURN,,NH,03032,000005000060000000,74a35a3da670ee76
-71.3211136,42.9762431,,CHESTER ROAD,,METHUEN,,MA,01844,000005000061000000,eaf57de03dc0bf35
-71.3206219,42.9758889,0549,CHESTER ROAD,,AUBURN,,NH,03032,000005000062000000,896f00b3f321ea89
-71.3183849,42.9737638,0591,CHESTER ROAD,,AUBURN,,NH,03032,000005000064000000,649c383581cd62cf
-71.3137848,42.9725478,0631,CHESTER ROAD,,AUBURN,,NH,03032,000005000070000000,f1f526524524229c
-71.3108308,42.9716147,0665,CHESTER ROAD,,AUBURN,,NH,03032,000005000072000000,2eb6af94b702e5c6
-71.3099484,42.971531,0681,CHESTER ROAD,,AUBURN,,NH,03032,000005000073000000,f93acdb187c910fc
-71.3092018,42.9714435,0685,CHESTER ROAD,,AUBURN,,NH,03032,000005000075000000,b1a95666dcc1a7a0
-71.3092648,42.9763522,0564,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000079000000,fdb814d3b106fae7
-71.3095291,42.9768842,0554,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000080000000,5c04af1182f458f2
-71.3098643,42.9765128,,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000081000000,5e751618d1ef7b0c
-71.3094091,42.979414,0516,BUNKER HILL ROAD,,SALEM,,NH,03079,000005000083000000,a362785ed9849365
-71.3085735,42.9789591,0521,BUNKER HILL ROAD,,HAMPSTEAD,,NH,03841,000005000084000000,15bfb67c848225db
-71.3066658,42.9725667,0615,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000089000000,59d574e65b6931d8
-71.3065375,42.972037,0627,BUNKER HILL ROAD,,AUBURN,,NH,03032,000005000090000000,afa0d792b5f146d3
-71.3065094,42.971264,0713,CHESTER ROAD,,AUBURN,,NH,03032,000005000091000000,57bec7f8e791e0a1
-71.3050176,42.9700366,0732,CHESTER ROAD,,AUBURN,,NH,03032,000005000094000000,0f8a38716bdfb038
-71.3040005,42.9695343,0746,CHESTER ROAD,,AUBURN,,NH,03032,000005000098000001,e33a383000bb63cc
-71.3014386,42.9696338,0776,CHESTER ROAD,,AUBURN,,NH,03032,000005000099000001,33a1466e59e3aadb
-71.3033226,42.9710123,0755,CHESTER ROAD,,AUBURN,,NH,03032,000005000101000000,bfc73d534890c86d
-71.2997667,42.9703882,0785,CHESTER ROAD,,AUBURN,,NH,03032,000005000105000000,ee9a56955bf64033
-71.3169904,42.9761306,0593,CHESTER ROAD,,NASHUA,,NH,03060,000005000065YEL-07,dacb0bbc859284f3
-71.296645,42.9808205,0000,GARDNER ROAD,,MANCHESTER,,NH,03103,000005000104000001,712b846209de0669
-71.3006662,42.9778162,,NATHANIEL WAY,,MANCHESTER,,NH,03109,000005000104000000,f155f2e11462110e
-71.307135,42.967361,0718,CHESTER ROAD,,AUBURN,,NH,03032,000005000093000000,05d1f588da09086d
-71.3258783,42.9700904,0100,CALEF ROAD,,AUBURN,,NH,03032,0000050000250002-1,60ba8beffbcdfc08
-71.3117081,42.9654394,0644,CHESTER ROAD,,MANCHESTER,,NH,03102,000005000069000000,99e9c2032de17c8f
-71.3180678,42.9666795,0644,CHESTER ROAD,,MANCHESTER,,NH,03102,000005000069000000,f5607408185fa50c
-71.3173599,42.9667514,0042,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000025,ec73cbfa66e264cf
-71.3173503,42.9675164,0038,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000026,07f754517857e73c
-71.3180553,42.9676922,0040,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000027,e1a528d9fe7afcc7
-71.3161559,42.9665704,0043,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000010,6c57cf2abf64277a
-71.3160623,42.9670902,0039,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000009,9c983ec28a1ccee9
-71.3154613,42.9679819,0000,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000008,c36ba954ef1a2c00
-71.3172029,42.9683987,0000,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000028,4b1516ab7f9c7350
-71.3152249,42.968911,0021,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000007,938ba333a9cfb9b0
-71.3150303,42.9694357,0017,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000006,f036b6a5271df148
-71.3143797,42.9694,0013,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000005,4a28487fe2e848ea
-71.313958,42.9698383,0011,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000004,6bcb4f98c3cc4bb1
-71.3135579,42.9706027,0005,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000003,4bec92820dddc3d6
-71.3130499,42.97139,0644,CHESTER ROAD,,MANCHESTER,,NH,03102,000005000069000000,faf08dd4ac23366c
-71.3146366,42.9712435,0644,CHESTER ROAD,,MANCHESTER,,NH,03102,000005000069000000,db7843534d6a8789
-71.3155731,42.9703683,0018,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000033,30db77f2b7ff4a80
-71.3161198,42.9704844,0020,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000032,1df1d7ece969d9a0
-71.3164452,42.9700106,0022,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000031,c38c282ce9acee34
-71.3166896,42.9696267,0024,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000030,db69d0bc1ea38304
-71.3168944,42.9691536,0026,HAWTHORNE DRIVE,,AUBURN,,NH,03032,000005000069000029,42aae2cad46ffcdc
-71.3333744,42.9766142,0089,WILSON'S CROSSING RD,,AUBURN,,NH,03032,000005000052000000,21f21fa8138f8e12
-71.3234393,42.9677354,,PINGREE HILL ROAD,,LONDONDERRY,,NH,03053,000005000043000000,1936e94033349b26
-71.322414,42.9678445,0014,WILLOW COURT,,AUBURN,,NH,03032,000005000043000001,50c2f3184ca08302
-71.3221542,42.9675573,0018,WILLOW COURT,,AUBURN,,NH,03032,000005000043000002,0972dd5f2f89ae3e
-71.3218588,42.9672994,0022,WILLOW COURT,,AUBURN,,NH,03032,000005000043000003,82ea243ba8f79a5f
-71.3216372,42.9670542,0026,WILLOW COURT,,AUBURN,,NH,03032,000005000043000004,a09ba87498ecc64e
-71.3214644,42.9667652,0030,WILLOW COURT,,AUBURN,,NH,03032,000005000043000005,94dea76ace93323d
-71.3212141,42.9664735,0034,WILLOW COURT,,AUBURN,,NH,03032,000005000043000006,14ade74cc70679e3
-71.3217448,42.9655887,0036,WILLOW COURT,,AUBURN,,NH,03032,000005000043000007,d5eff91e7fc5923c
-71.3199573,42.9642064,0000,WILLOW COURT,,LONDONDERRY,,NH,03053,000005000043000021,c07a7df3a983dd7f
-71.3212478,42.9681091,0013,WILLOW COURT,,AUBURN,,NH,03032,000005000043000019,b12d025c654f9149
-71.3209572,42.9678558,0017,WILLOW COURT,,AUBURN,,NH,03032,000005000043000018,e19d6be656119212
-71.32067,42.9676006,0021,WILLOW COURT,,AUBURN,,NH,03032,000005000043000017,e3e0254703ec73c4
-71.3205259,42.9672873,0029,WILLOW COURT,,AUBURN,,NH,03032,000005000043000016,8c5d85d7ede83fd2
-71.3202669,42.9670278,0033,WILLOW COURT,,AUBURN,,NH,03032,000005000043000015,8f97bd7f8a5153b9
-71.3198252,42.9669447,0039,WILLOW COURT,,AUBURN,,NH,03032,000005000043000014,a8644794f4baf746
-71.3193787,42.9667053,0043,WILLOW COURT,,AUBURN,,NH,03032,000005000043000013,3f5b7deed2c20bf1
-71.3189759,42.966447,0047,WILLOW COURT,,AUBURN,,NH,03032,000005000043000012,143c320879292070
-71.3187403,42.9661572,0055,WILLOW COURT,,AUBURN,,NH,03032,000005000043000011,bd00d21409341178
-71.3182601,42.9659049,0061,WILLOW COURT,,AUBURN,,NH,03032,000005000043000010,7ae036bbcba44c8a
-71.3199692,42.9686046,0000,WILLOW COURT,,LONDONDERRY,,NH,03053,000005000043000020,31f5ad72d525c15f
-71.3006452,42.9704975,0016,NATHANIEL WAY,,MANCHESTER,,NH,03109,000005000104000021,2d691eb16dd054f4
-71.3001399,42.9715408,0024,NATHANIEL WAY,,MANCHESTER,,NH,03109,000005000104000002,006e50d86abf4307
-71.2998191,42.9725429,0038,NATHANIEL WAY,,MANCHESTER,,NH,03109,000005000104000003,66a9d636805c9bb0
-71.2995626,42.9735081,0058,NATHANIEL WAY,,AUBURN,,NH,03032,000005000104000004,04a84ae7ff1f631e
-71.2993079,42.974552,0070,NATHANIEL WAY,,AUBURN,,NH,03032,000005000104000006,56b7e607e09a691c
-71.2991487,42.9749864,0076,NATHANIEL WAY,,AUBURN,,NH,03032,000005000104000007,2379032ba93dfb8b
-71.2990566,42.9754224,0080,NATHANIEL WAY,,AUBURN,,NH,03032,000005000104000008,485d87721b1f615b
-71.2992603,42.9758528,0082,NATHANIEL WAY,,AUBURN,,NH,03032,000005000104000009,d67c99e36d73d4e0
-71.3000721,42.9766902,0094,NATHANIEL WAY,,AUBURN,,NH,03032,000005000104000011,24047a780ebc1ac0
-71.3009209,42.9764339,0098,NATHANIEL WAY,,AUBURN,,NH,03032,000005000104000012,15e404470e88918b
-71.3005919,42.9757626,0085,NATHANIEL WAY,,AUBURN,,NH,03032,000005000104000013,b97d1a7b3116682c
-71.3004709,42.9748379,0071,NATHANIEL WAY,,MANCHESTER,,NH,03109,000005000104000015,0c4610e83630950a
-71.3006952,42.9740107,0065,NATHANIEL WAY,,AUBURN,,NH,03032,000005000104000016,b35e1e4df1bbbb9b
-71.3009365,42.9730216,0041,NATHANIEL WAY,,AUBURN,,NH,03032,000005000104000017,31d4d68a95a10b90
